V1	V2
isogroup1076	GO:0004197;GO:0004221;GO:0006511;GO:0006512;GO:0007268;GO:0048167
isogroup10766	GO:0004840;GO:0006464;GO:0006512;GO:0004842;GO:0010992
isogroup10769	GO:0008083
isogroup1077	GO:0003847;GO:0016251
isogroup10771	GO:0008152;GO:0016740;GO:0045547
isogroup10772	GO:0007242
isogroup10774	GO:0016021
isogroup10776	GO:0004601
isogroup10777	GO:0004437;GO:0008934;GO:0010347
isogroup10778	GO:0005509
isogroup10780	GO:0004553;GO:0005975;GO:0004557;GO:0008456
isogroup10783	GO:0005509
isogroup10785	GO:0007155
isogroup10788	GO:0000074;GO:0003700;GO:0005667;GO:0006355
isogroup10789	GO:0004872
isogroup10792	GO:0004197;GO:0006508;GO:0008234;GO:0016946;GO:0004217
isogroup10793	GO:0003676;GO:0005622
isogroup10795	GO:0005524
isogroup10798	GO:0001584;GO:0007186;GO:0016021;GO:0003847
isogroup108	GO:0005432
isogroup1080	GO:0003824
isogroup10800	GO:0008270;GO:0016491;GO:0004312
isogroup10801	GO:0004839;GO:0006464;GO:0006512;GO:0003824;GO:0004842
isogroup10802	GO:0008270;GO:0016491;GO:0016616;GO:0051287;GO:0003939;GO:0004022;GO:0004024
isogroup10803	GO:0004426
isogroup10806	GO:0004871;GO:0007186;GO:0005525;GO:0004821
isogroup10809	GO:0004497;GO:0005507;GO:0004500;GO:0006584
isogroup10810	GO:0006118;GO:0016491
isogroup10812	GO:0003824;GO:0008152;GO:0004776;GO:0004775
isogroup10815	GO:0004655;GO:0006783
isogroup10816	GO:0006118;GO:0004497;GO:0050381
isogroup10817	GO:0004730;GO:0008033;GO:0009982;GO:0016439
isogroup1082	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004714;GO:0007169;GO:0016020;GO:0004674;GO:0005007
isogroup10821	GO:0004629;GO:0007165;GO:0007242;GO:0004435;GO:0006629;GO:0005509
isogroup10822	GO:0006573;GO:0008442;GO:0004616;GO:0006098
isogroup10823	GO:0007242
isogroup10824	GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0003824;GO:0008152;GO:0008766;GO:0016881;GO:0018169;GO:0010992
isogroup10825	GO:0000166;GO:0017111;GO:0008567
isogroup10833	GO:0006952;GO:0042829;GO:0004623;GO:0005509;GO:0016042;GO:0000160;GO:0003677;GO:0006355
isogroup10834	GO:0004839;GO:0006464;GO:0006512;GO:0003824;GO:0004842
isogroup10836	GO:0003700;GO:0005634;GO:0006355
isogroup10837	GO:0003743;GO:0006446
isogroup10838	GO:0005315;GO:0006817;GO:0016020
isogroup10840	GO:0006520;GO:0016491;GO:0004354
isogroup10842	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0008026;GO:0004674;GO:0003676;GO:0004386
isogroup10843	GO:0008091
isogroup10844	GO:0005634;GO:0005732;GO:0006397;GO:0030529
isogroup10846	GO:0005525;GO:0007264;GO:0006886
isogroup1085	GO:0005543
isogroup10851	GO:0006098;GO:0017057;GO:0005975;GO:0047936
isogroup10856	GO:0005515;GO:0007165
isogroup10857	GO:0003993;GO:0004446
isogroup1086	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811
isogroup10864	GO:0007218;GO:0016020;GO:0004930;GO:0007154;GO:0016021
isogroup1087	GO:0003700;GO:0005634;GO:0045449;GO:0002226;GO:0009682
isogroup10875	GO:0004672;GO:0005524;GO:0006468
isogroup10878	GO:0003743;GO:0006413;GO:0006412
isogroup10880	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup10882	GO:0003676
isogroup10890	GO:0003735;GO:0005761;GO:0006412;GO:0004221;GO:0007268;GO:0048167
isogroup10892	GO:0009058
isogroup10893	GO:0005622;GO:0005634;GO:0006606;GO:0008565
isogroup10894	GO:0016905
isogroup10896	GO:0003847
isogroup10897	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
isogroup10898	GO:0005634;GO:0016481;GO:0016564;GO:0004535
isogroup10900	GO:0005509
isogroup10903	GO:0004872;GO:0015031;GO:0016021;GO:0005046
isogroup10904	GO:0005044;GO:0016020;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup10905	GO:0003677;GO:0003899;GO:0005634;GO:0006350;GO:0046983;GO:0003900;GO:0003901;GO:0003902
isogroup10907	GO:0005247
isogroup10908	GO:0003847;GO:0006412
isogroup1091	GO:0016021
isogroup10913	GO:0005529;GO:0005737;GO:0006817
isogroup10914	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup10919	GO:0004308
isogroup1092	GO:0004714;GO:0005006;GO:0016020;GO:0004713;GO:0005009
isogroup10921	GO:0004558;GO:0004339
isogroup10922	GO:0019135
isogroup10925	GO:0043087
isogroup10926	GO:0046539
isogroup10927	GO:0003824;GO:0006725;GO:0016787;GO:0047372
isogroup1093	GO:0046582
isogroup10935	GO:0006118;GO:0004497;GO:0016705;GO:0018585;GO:0018586;GO:0018587;GO:0018588;GO:0018589;GO:0018590;GO:0018591;GO:0018592;GO:0018593;GO:0018594;GO:0018595;GO:0018596;GO:0018597;GO:0018598;GO:0018599;GO:0018600;GO:0018601;GO:0050051
isogroup10936	GO:0004730;GO:0008033;GO:0009982
isogroup10938	GO:0006118;GO:0004497;GO:0004508
isogroup1094	GO:0004725;GO:0006470;GO:0004721;GO:0004727;GO:0005001
isogroup10942	GO:0003824;GO:0008152;GO:0003859
isogroup10944	GO:0008152;GO:0008410;GO:0008260
isogroup10946	GO:0003824;GO:0004622
isogroup10947	GO:0006812;GO:0008324;GO:0016020
isogroup10948	GO:0009573;GO:0015977;GO:0016984;GO:0003677;GO:0003700;GO:0005634;GO:0006355
isogroup10951	GO:0006118;GO:0016491;GO:0015036;GO:0003954
isogroup10952	GO:0004182;GO:0006508;GO:0004181;GO:0004185
isogroup10953	GO:0003735;GO:0005622;GO:0005840;GO:0006412
isogroup10959	GO:0005956;GO:0008605;GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0008603
isogroup1096	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004714;GO:0007169;GO:0016020;GO:0004674
isogroup10963	GO:0004407;GO:0005634;GO:0016575;GO:0047611;GO:0040029;GO:0016570
isogroup10964	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup10969	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup1097	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004709
isogroup10971	GO:0005179;GO:0005576;GO:0005279;GO:0006865;GO:0016020
isogroup10973	GO:0005509
isogroup10974	GO:0005554
isogroup10975	GO:0006100;GO:0016491;GO:0006108;GO:0016615;GO:0030060
isogroup10976	GO:0003824;GO:0008152;GO:0004165
isogroup10978	GO:0003824;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0006508;GO:0008236;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup1098	GO:0030144
isogroup10980	GO:0003676;GO:0005622
isogroup10982	GO:0004871;GO:0007186;GO:0005525
isogroup10984	GO:0004872;GO:0009719;GO:0005164;GO:0033209
isogroup10985	GO:0005554
isogroup10986	GO:0004579;GO:0005789;GO:0018279;GO:0008250
isogroup10990	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
isogroup10997	GO:0004519
isogroup10998	GO:0005386;GO:0005496;GO:0006810
isogroup11	GO:0005198;GO:0005578
isogroup1100	GO:0003677
isogroup11000	GO:0016021
isogroup11005	GO:0004222;GO:0005578;GO:0006508;GO:0008237;GO:0008270
isogroup11007	GO:0003824;GO:0006950;GO:0006979;GO:0034599
isogroup1101	GO:0017075
isogroup11010	GO:0008270;GO:0016491;GO:0003960;GO:0051341
isogroup11011	GO:0005328;GO:0005887;GO:0006836;GO:0016020;GO:0005332;GO:0007268
isogroup11014	GO:0003676
isogroup11015	GO:0006811;GO:0016020;GO:0030594;GO:0005230;GO:0016021;GO:0045211;GO:0006810;GO:0015464
isogroup11019	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup11021	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004687
isogroup11023	GO:0005515
isogroup11027	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup11028	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0006259
isogroup11029	GO:0005529
isogroup1103	GO:0015333
isogroup11030	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0017163;GO:0010992
isogroup11033	GO:0003700;GO:0005634;GO:0006355
isogroup11035	GO:0008152;GO:0016758;GO:0015020;GO:0003851
isogroup11037	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup11038	GO:0009058;GO:0004378;GO:0004377
isogroup11041	GO:0004597
isogroup11046	GO:0005164;GO:0006955;GO:0016020
isogroup11049	GO:0009058;GO:0004378
isogroup1105	GO:0016020
isogroup11051	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup11053	GO:0005044;GO:0016020;GO:0004872;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup11054	GO:0005554;GO:0005634
isogroup11055	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031
isogroup11056	GO:0005525;GO:0007264;GO:0015031
isogroup11059	GO:0016021
isogroup1106	GO:0000785;GO:0003677;GO:0005634;GO:0006355
isogroup11062	GO:0004289;GO:0006508;GO:0000166;GO:0017111
isogroup11063	GO:0005783;GO:0008201;GO:0050750;GO:0002226;GO:0009682
isogroup11064	GO:0008152;GO:0016491;GO:0004450;GO:0006092;GO:0004448
isogroup11066	GO:0003824;GO:0005737;GO:0009072;GO:0016034
isogroup11068	GO:0003700;GO:0005634;GO:0006355
isogroup1107	GO:0005509;GO:0005544;GO:0050819
isogroup11072	GO:0005779;GO:0007031
isogroup11077	GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0031177;GO:0005737;GO:0051028;GO:0010992
isogroup11078	GO:0016020
isogroup11081	GO:0005515;GO:0003774;GO:0005200;GO:0005884
isogroup11087	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0030163;GO:0043248
isogroup11092	GO:0008757
isogroup11093	GO:0016020;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup11098	GO:0006464;GO:0008113
isogroup11101	GO:0005509
isogroup11108	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup11109	GO:0006744;GO:0019538
isogroup11111	GO:0001584;GO:0007186;GO:0016021;GO:0008502
isogroup11112	GO:0005215;GO:0006810;GO:0016021;GO:0008517;GO:0015232
isogroup11113	GO:0006508;GO:0008233;GO:0043275
isogroup11114	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup11118	GO:0003700;GO:0005634;GO:0006355
isogroup1112	GO:0007155
isogroup11124	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup11126	GO:0003725;GO:0005622
isogroup11130	GO:0001517;GO:0001537;GO:0004394;GO:0008146;GO:0015016;GO:0016232;GO:0017095;GO:0018721;GO:0018722;GO:0018723;GO:0018724;GO:0018725;GO:0018726;GO:0018727;GO:0019111;GO:0050659;GO:0050694;GO:0050698
isogroup11132	GO:0003779
isogroup11133	GO:0031419
isogroup11135	GO:0004558;GO:0004339
isogroup11137	GO:0005509;GO:0016706;GO:0019538
isogroup11139	GO:0005267;GO:0006813;GO:0016020;GO:0007268
isogroup11140	GO:0003824;GO:0045735;GO:0004623
isogroup11141	GO:0001517;GO:0001537;GO:0004394;GO:0008146;GO:0015016;GO:0016232;GO:0017095;GO:0018721;GO:0018722;GO:0018723;GO:0018724;GO:0018725;GO:0018726;GO:0018727;GO:0019111;GO:0050659;GO:0050694;GO:0050698
isogroup11144	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0007275;GO:0004722
isogroup11145	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup11148	GO:0007155;GO:0007275
isogroup11150	GO:0004558;GO:0004339
isogroup11153	GO:0016262
isogroup11156	GO:0005524;GO:0006810;GO:0016020;GO:0042626;GO:0003676;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625
isogroup11158	GO:0007155;GO:0007160;GO:0008305
isogroup1116	GO:0006820;GO:0015380;GO:0016021;GO:0005452
isogroup11160	GO:0008146;GO:0045130
isogroup11162	GO:0003676
isogroup11166	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup11168	GO:0005279;GO:0006865;GO:0016020
isogroup1117	GO:0003779
isogroup11170	GO:0016491
isogroup11175	GO:0003677;GO:0005634;GO:0046983
isogroup11179	GO:0007218;GO:0016020;GO:0005261;GO:0006812
isogroup11180	GO:0003824;GO:0008152;GO:0004794
isogroup11187	GO:0005489;GO:0005506;GO:0006118;GO:0008270
isogroup11188	GO:0004222;GO:0006508;GO:0004240
isogroup1119	GO:0008091
isogroup11190	GO:0004672;GO:0005524;GO:0006468
isogroup11191	GO:0004750;GO:0005975
isogroup11193	GO:0000785;GO:0003682;GO:0005634;GO:0006333
isogroup11198	GO:0006811;GO:0016020;GO:0030594;GO:0005230;GO:0016021;GO:0045211;GO:0006810;GO:0015464
isogroup11199	GO:0016021
isogroup1120	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0035005;GO:0007268
isogroup11203	GO:0005509
isogroup11206	GO:0005515
isogroup11208	GO:0005509;GO:0005544;GO:0050819;GO:0047394
isogroup11209	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup11210	GO:0005215;GO:0006810;GO:0016021
isogroup11211	GO:0004748
isogroup11212	GO:0001104;GO:0006366
isogroup11213	GO:0003676;GO:0005634;GO:0000775;GO:0003677;GO:0008412
isogroup11214	GO:0031419
isogroup1122	GO:0004866;GO:0002226;GO:0009682
isogroup11221	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0030529;GO:0042254
isogroup11222	GO:0005215;GO:0006810;GO:0016020;GO:0015250
isogroup11225	GO:0005529;GO:0005737;GO:0006817
isogroup11226	GO:0050194
isogroup11227	GO:0005515
isogroup11229	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031;GO:0003924;GO:0003925
isogroup11234	GO:0006508;GO:0008533;GO:0008237;GO:0008270
isogroup11236	GO:0006071;GO:0008889
isogroup11237	GO:0031419
isogroup1124	GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
isogroup11240	GO:0019148
isogroup11246	GO:0005087;GO:0017112;GO:0030676;GO:0043539
isogroup11250	GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
isogroup11252	GO:0005525;GO:0007264;GO:0015031
isogroup11253	GO:0004888;GO:0007275;GO:0016020;GO:0005509;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup11254	GO:0003677;GO:0005634;GO:0006355
isogroup11255	GO:0004175;GO:0005839;GO:0006511;GO:0004298;GO:0004299;GO:0030163;GO:0043248
isogroup11256	GO:0004597
isogroup11257	GO:0004730;GO:0008033;GO:0009982
isogroup11258	GO:0006118;GO:0004497;GO:0016705;GO:0018585;GO:0018586;GO:0018587;GO:0018588;GO:0018589;GO:0018590;GO:0018591;GO:0018592;GO:0018593;GO:0018594;GO:0018595;GO:0018596;GO:0018597;GO:0018598;GO:0018599;GO:0018600;GO:0018601
isogroup11259	GO:0005267;GO:0006813;GO:0016020
isogroup11260	GO:0004047;GO:0005737;GO:0006546
isogroup11262	GO:0016740;GO:0051338
isogroup11263	GO:0016051;GO:0016758;GO:0008466
isogroup11265	GO:0004421;GO:0006084
isogroup11268	GO:0007155;GO:0002226;GO:0042381
isogroup11270	GO:0005506;GO:0008152;GO:0016491
isogroup11272	GO:0003700;GO:0005634;GO:0006355
isogroup11273	GO:0005622;GO:0006355;GO:0070412
isogroup11278	GO:0003677;GO:0005634
isogroup11280	GO:0004430
isogroup11283	GO:0003779
isogroup1129	GO:0005515
isogroup11292	GO:0008152;GO:0016491;GO:0004030
isogroup11295	GO:0035497
isogroup1130	GO:0005261;GO:0006812;GO:0016020;GO:0005262;GO:0006816;GO:0005216;GO:0006811;GO:0007600
isogroup11303	GO:0003824
isogroup11304	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0005634;GO:0007049;GO:0010992
isogroup1131	GO:0004813;GO:0005524;GO:0006419
isogroup11310	GO:0005215;GO:0006810;GO:0016021;GO:0016020;GO:0015101;GO:0015226
isogroup11313	GO:0003847
isogroup11315	GO:0005515;GO:0005737
isogroup11316	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup11318	GO:0004339
isogroup11325	GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0003924;GO:0003925
isogroup11326	GO:0005515;GO:0007165;GO:0007242
isogroup11327	GO:0008152;GO:0008415;GO:0004149
isogroup11329	GO:0006118;GO:0004497;GO:0016705;GO:0018585;GO:0018586;GO:0018587;GO:0018588;GO:0018589;GO:0018590;GO:0018591;GO:0018592;GO:0018593;GO:0018594;GO:0018595;GO:0018596;GO:0018597;GO:0018598;GO:0018599;GO:0018600;GO:0018601
isogroup11330	GO:0008650;GO:0016435
isogroup11333	GO:0015986;GO:0016021;GO:0016469;GO:0046933;GO:0046961;GO:0016020;GO:0003936
isogroup11334	GO:0005509;GO:0007050;GO:0008570
isogroup11335	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626;GO:0003743;GO:0006412
isogroup11336	GO:0008152;GO:0016491;GO:0051341
isogroup11339	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup11340	GO:0005488;GO:0006810;GO:0016020;GO:0005310
isogroup11341	GO:0005515
isogroup11342	GO:0005783;GO:0006886;GO:0006915;GO:0016021
isogroup11346	GO:0004197;GO:0006508;GO:0008237;GO:0008270;GO:0004339
isogroup1135	GO:0004721;GO:0006470;GO:0004725;GO:0004437;GO:0046839;GO:0001668;GO:0008138;GO:0008252;GO:0008330;GO:0008579;GO:0008969;GO:0016312;GO:0016791;GO:0017017;GO:0017161;GO:0019175;GO:0019178;GO:0019198;GO:0030351;GO:0030352;GO:0042576
isogroup11350	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup11352	GO:0003824;GO:0005506;GO:0006777;GO:0019008
isogroup11353	GO:0005515;GO:0042981;GO:0006915;GO:1900119
isogroup11355	GO:0006071;GO:0008889
isogroup11356	GO:0008757
isogroup11359	GO:0006508;GO:0008237;GO:0008270
isogroup1136	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
isogroup11360	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004709
isogroup11365	GO:0001584;GO:0007186;GO:0016021
isogroup11367	GO:0006118;GO:0016491;GO:0004128
isogroup11370	GO:0008152;GO:0008415
isogroup11371	GO:0004415
isogroup11374	GO:0003676;GO:0005634;GO:0008270
isogroup11375	GO:0004871;GO:0005576;GO:0007223;GO:0007275
isogroup11376	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup11378	GO:0047220
isogroup11380	GO:0005509
isogroup11381	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup11386	GO:0016020;GO:0030154;GO:0005509;GO:0005634;GO:0008134
isogroup11388	GO:0008570
isogroup11390	GO:0004747;GO:0006014
isogroup11391	GO:0006508;GO:0008235;GO:0008451;GO:0004177
isogroup11392	GO:0006952;GO:0042829;GO:0005515;GO:0042981;GO:0005524;GO:0006915
isogroup11393	GO:0005956;GO:0008605
isogroup11396	GO:0003824;GO:0009225;GO:0008460
isogroup11399	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0015269;GO:0005261;GO:0006812;GO:0005216;GO:0006811
isogroup11400	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004687
isogroup11409	GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357;GO:0005528
isogroup1141	GO:0007242;GO:0003700;GO:0004871;GO:0005634;GO:0006355;GO:0007165
isogroup11410	GO:0004454
isogroup11414	GO:0004871;GO:0007186;GO:0005525;GO:0007264;GO:0015031;GO:0006886
isogroup11417	GO:0005509
isogroup11420	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0006950;GO:0006979
isogroup11425	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup11432	GO:0000225
isogroup11433	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0008470;GO:0007268
isogroup11436	GO:0005525;GO:0007264;GO:0015031
isogroup11437	GO:0003677;GO:0006355
isogroup11444	GO:0003676;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup11446	GO:0015986;GO:0016021;GO:0016469;GO:0046933;GO:0046961;GO:0016020;GO:0003936
isogroup11448	GO:0005261;GO:0006812;GO:0016020;GO:0007268
isogroup11449	GO:0007242;GO:0003998
isogroup1145	GO:0004222;GO:0006508;GO:0008237;GO:0008270;GO:0004249;GO:0008133;GO:0008319;GO:0030402
isogroup11450	GO:0005975;GO:0008810;GO:0004721;GO:0006470;GO:0004484;GO:0004651
isogroup11451	GO:0003700;GO:0005667;GO:0006352;GO:0006355;GO:0008270;GO:0016251
isogroup11454	GO:0008152;GO:0016624;GO:0003863;GO:0017086;GO:0004739
isogroup11456	GO:0003995;GO:0006118;GO:0016491;GO:0004085
isogroup11459	GO:0005529;GO:0008270;GO:0016491;GO:0002226;GO:0001867
isogroup1146	GO:0005856;GO:0004726
isogroup11460	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0007275
isogroup11466	GO:0004089;GO:0006730;GO:0008270;GO:0031214
isogroup11468	GO:0004089;GO:0006730;GO:0008270;GO:0031214
isogroup1147	GO:0004182;GO:0006508
isogroup11471	GO:0005509;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357
isogroup11475	GO:0004197;GO:0006508;GO:0008234;GO:0004217;GO:0004216
isogroup11477	GO:0016021
isogroup11479	GO:0003677;GO:0003899;GO:0006350;GO:0046983;GO:0003900;GO:0003901;GO:0003902;GO:0006366
isogroup1148	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0005007
isogroup11480	GO:0008152;GO:0016491;GO:0004449;GO:0005739;GO:0006099;GO:0004448
isogroup11483	GO:0008152;GO:0016491;GO:0004090;GO:0047936
isogroup11484	GO:0004767
isogroup11486	GO:0005622;GO:0005634;GO:0006606;GO:0008565
isogroup11487	GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0003924;GO:0003925
isogroup11489	GO:0005509
isogroup11490	GO:0005525;GO:0007264;GO:0015031
isogroup11491	GO:0005737;GO:0006817
isogroup11492	GO:0004342;GO:0006044;GO:0005975
isogroup11494	GO:0016491;GO:0047641;GO:0004032
isogroup11497	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
isogroup1150	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
